,auth.id,group,focal,anr_year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1796,6601958095,3233,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,16,16,16,16,16,16,1996
1797,6601958204,3234,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,14,14,14,19,21,2002
1801,6601961797,3237,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,2003
1804,6601967516,3239,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,12,12,12,12,12,12,12,15,15,15,15,15,1995
1805,6601969978,3240,1,2010,0,0,0,0,0,0,0,0,1,1,3,3,5,11,12,13,16,20,25,27,30,34,44,49,61,74,92,148,163,1998
1807,6601971795,3241,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,2000
1809,6601975169,3242,1,2016,0,0,0,0,0,0,0,0,0,0,0,9,9,9,16,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2000
1811,6601979800,3243,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,1990
1812,6601982116,3245,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,1995
1813,6601982622,3246,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,85,85,85,93,116,116,116,116,116,198,198,198,198,1993
1814,6601984450,3248,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,5,5,5,1997
1816,6601985738,3250,1,2013,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,15,21,26,26,26,36,1994
1818,6601995066,3254,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,18,1996
1819,6601996192,3257,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,2002
1821,6601996616,3258,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,15,15,15,19,19,19,19,19,19,19,1996
1822,6601998453,3259,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,41,1997
1824,15055800500,326,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,18,18,18,20,2005
1826,6601999135,3260,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1995
1828,6602000658,3261,1,2010,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,10,12,12,12,12,12,12,28,36,36,36,1994
1830,6602002076,3262,1,2012,0,0,0,0,0,4,4,5,6,6,6,9,10,16,16,16,18,19,23,26,26,30,34,40,51,59,60,64,68,1992
1832,6602072899,3264,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1993
1833,6602073620,3265,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,10,10,10,10,10,1992
1834,6602073848,3266,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1990
1839,6602085696,3271,1,2011,0,0,0,0,0,0,0,5,5,5,5,15,19,23,23,27,36,40,40,40,40,46,46,51,52,58,58,58,58,1995
1840,6602086132,3272,1,2015,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2000
1841,6602086256,3273,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,15,15,15,15,15,15,22,22,22,22,22,1997
1843,6602086395,3274,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,7,13,20,22,27,27,33,34,2007
1846,6602088313,3276,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,1992
1847,6602089870,3277,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,18,20,20,20,23,23,23,23,23,23,23,23,23,1996
1850,15057916200,328,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,8,8,8,8,1990
1852,6602094456,3280,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1997
1853,6602096068,3281,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1993
1855,6602098335,3282,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,1997
1857,6602099867,3284,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,12,12,12,12,12,12,12,12,1992
1858,6602104888,3286,1,2015,0,0,0,0,0,0,0,0,0,2,2,2,2,2,15,15,68,68,94,103,120,124,132,132,132,132,147,152,152,1991
1859,6602114323,3287,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2000
1861,6602115251,3288,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996
1862,6602115663,3289,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,1995
1864,15058501200,329,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
1866,6602115696,3290,1,2011,0,0,0,0,0,0,0,3,3,3,3,7,9,9,9,9,9,9,9,15,18,41,41,41,42,50,50,52,52,1997
1867,6602118285,3292,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,17,17,21,21,29,29,29,29,29,41,41,41,50,2000
1870,6602122568,3294,1,2010,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2000
1871,6602123683,3295,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2003
1873,6602123833,3296,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1874,6602124337,3297,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1993
1877,6602138388,3306,1,2011,0,0,0,0,0,3,3,3,3,6,6,9,9,10,10,11,11,13,14,15,18,18,22,22,23,30,30,30,30,1991
1879,6602140820,3308,1,2013,0,0,0,0,0,0,0,2,2,2,2,5,5,6,6,9,9,15,26,32,38,59,63,66,70,71,72,81,81,1997
1881,15061206000,331,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,8,20,20,24,25,27,2006
1882,6602142535,3311,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,19,21,23,23,23,23,23,33,56,1994
1884,6602145317,3314,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,18,28,35,40,40,40,46,46,52,52,1998
1888,6602157141,3318,1,2012,0,0,0,0,0,0,0,0,7,7,7,10,10,10,10,10,15,15,15,17,17,21,26,39,49,49,49,53,67,1990
1890,6602157334,3319,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,7,7,7,7,1999
1892,6602159365,3321,1,2010,0,0,0,0,0,0,0,0,2,4,4,4,5,12,17,33,46,76,93,106,115,126,166,181,200,224,240,256,269,1998
1896,6602169029,3324,1,2014,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,9,9,11,17,25,25,36,41,42,42,44,46,54,2002
1898,6602172261,3325,1,2016,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1993
1900,6602178496,3328,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,21,1994
1901,6602182983,3329,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1998
1903,15062631100,333,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2006
1905,6602185423,3332,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,1997
1906,6602187031,3333,1,2010,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,1992
1909,6602191568,3336,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1998
1910,6602194563,3337,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,1998
1911,6602195394,3338,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,2001
1912,6602197441,3339,1,2016,0,0,0,1,3,3,3,3,4,6,6,6,6,6,6,6,6,6,10,10,10,11,11,12,15,16,17,17,17,1992
1915,6602200408,3343,1,2011,0,0,0,0,0,0,0,0,0,0,0,10,16,16,16,16,20,20,20,20,20,20,20,20,20,37,37,76,76,1996
1916,6602208166,3344,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,26,26,26,26,30,1995
1918,6602209158,3345,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,8,8,8,1996
1919,6602209873,3346,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,11,11,11,11,11,11,11,1999
1920,6602210584,3347,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,2001
1924,6602214532,3350,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
1926,6602216209,3351,1,2012,0,0,0,0,0,0,3,3,11,11,11,11,11,15,16,16,16,20,23,23,32,36,36,36,37,37,37,41,49,1996
1927,6602225389,3355,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,5,5,5,5,10,12,18,1998
1930,6602227396,3357,1,2011,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,6,6,6,19,26,27,32,33,40,41,43,48,48,52,2001
1935,6602232683,3364,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,8,8,8,8,9,9,9,9,9,1999
1936,6602234201,3365,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,11,11,11,12,16,23,26,29,33,33,1997
1938,6602239324,3369,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2004
1939,15065598400,337,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,9,9,9,9,11,11,2006
1947,6602262437,3379,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,21,21,24,46,46,53,57,57,1996
1949,15065779500,338,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,16,17,18,2006
1951,6602267703,3380,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1992
1955,6602274273,3385,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2006
1961,6602294098,3392,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,9,1997
1971,6602311560,3404,1,2010,0,0,0,0,0,0,0,0,0,3,3,7,7,9,9,11,12,14,14,17,17,23,28,35,39,41,41,46,47,1996
1975,6602324541,3409,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31,31,31,31,2005
1978,6602348000,3414,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1999
1981,6602363620,3417,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1998
1982,6602370190,3421,1,2011,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,15,16,31,34,34,48,50,52,53,58,58,66,66,1994
1985,6602376449,3424,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1998
1987,6602380451,3429,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,4,4,4,4,4,1998
1989,6602383714,3431,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2004
1990,6602387889,3432,1,2012,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1993
1991,6602389870,3434,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,15,23,23,24,27,29,30,30,30,52,1999
1993,6602391410,3436,1,2014,0,0,0,0,0,0,3,3,3,5,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,1996
1997,15081373500,344,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,2002
1998,6602400029,3440,1,2012,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,58,73,106,118,136,145,149,159,167,173,180,188,195,199,1997
2000,6602402952,3442,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,2001
2003,6602419771,3444,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,2002
2006,6602426355,3448,1,2010,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1993
2007,6602427519,3449,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,8,15,22,25,44,44,53,58,2000
2008,15081452700,345,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,6,6,7,10,10,10,14,15,15,15,15,2000
2009,6602428313,3450,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1999
2010,6602428772,3451,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,9,9,9,9,9,9,9,9,9,9,1999
2011,6602430079,3452,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1997
2012,6602431058,3453,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,6,6,6,6,2001
2013,6602434666,3454,1,2012,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,12,12,12,12,12,19,47,48,51,2003
2015,6602443273,3457,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1997
2016,6602447457,3458,1,2011,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,8,15,15,18,19,21,21,29,29,32,32,32,38,2001
2019,6602451161,3461,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,1995
2020,6602453537,3462,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,1996
2022,6602456200,3463,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1991
2023,6602464682,3465,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,30,30,30,30,30,30,30,1993
2024,6602464992,3466,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,1999
2026,6602467675,3467,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1998
2027,6602470767,3469,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,12,12,12,12,12,12,12,13,20,21,21,21,21,23,1999
2030,6602477805,3475,1,2011,0,0,0,0,0,0,0,0,3,3,5,5,7,8,16,17,17,23,27,28,31,31,43,47,49,49,55,55,56,1999
2031,6602480171,3478,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,32,54,56,72,76,81,87,88,114,124,154,163,175,1996
2036,6602492062,3485,1,2014,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,9,13,15,15,17,27,32,34,41,51,57,64,73,1998
2040,6602496423,3488,1,2012,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
2042,15134813800,349,1,2016,0,0,1,2,2,3,3,3,6,7,12,12,13,18,18,18,22,22,22,22,24,26,32,34,35,40,40,40,40,1993
2046,6602518673,3499,1,2012,0,0,2,2,4,4,4,4,4,4,4,4,4,23,23,23,23,23,23,23,23,23,26,26,26,26,32,39,39,1990
2048,6602521727,3501,1,2016,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,8,13,13,18,27,27,37,44,45,47,54,54,1995
2049,6602527368,3504,1,2014,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,4,7,10,10,10,10,10,19,19,20,20,21,22,1993
2051,6602528981,3507,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2001
2053,6602529015,3508,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
2054,15134982900,351,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,7,11,14,18,21,21,23,26,26,31,2003
2056,6602532118,3510,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1998
2057,6602532424,3511,1,2010,0,0,0,0,0,0,0,0,0,0,0,4,7,12,12,12,22,22,22,22,24,31,38,40,41,41,41,41,42,2000
2058,6602535509,3512,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,7,7,8,8,8,8,8,8,8,21,21,24,1997
2061,6602541484,3516,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2003
2063,6602542060,3517,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,13,13,13,2001
2066,6602555461,3519,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,7,7,7,7,1996
2068,15135073600,352,1,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2006
2069,6602560339,3520,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,1996
2070,6602570066,3522,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,6,11,14,14,14,2003
2071,6602572073,3524,1,2010,0,0,0,2,2,2,8,9,10,10,11,17,22,23,25,30,36,44,61,71,74,76,83,93,99,104,110,114,114,1993
2073,6602573717,3526,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,55,55,55,55,57,57,1997
2075,6602575943,3527,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,15,15,21,23,2000
2077,6602579087,3529,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,1994
2078,6602580746,3530,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,10,10,1996
2079,6602587895,3534,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,2001
2080,6602591810,3535,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,1998
2083,6602604601,3544,1,2012,0,0,0,0,0,0,12,12,12,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1996
2085,6602604998,3545,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,5,5,5,5,5,7,7,9,1991
2087,6602607212,3546,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2000
2090,15137763000,355,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,19,25,34,45,47,58,74,82,93,2006
2093,6602622332,3553,1,2012,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,39,39,39,62,70,71,71,71,1994
2094,6602625955,3554,1,2015,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,12,18,19,26,33,35,35,35,40,41,45,45,45,51,2001
2096,6602631118,3557,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,18,18,50,50,50,59,59,62,75,75,1998
2098,6602632008,3558,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,6,8,1999
2099,15221675700,356,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,16,19,21,28,29,31,32,35,36,2005
2100,6602635111,3560,1,2015,0,0,0,0,4,4,4,4,7,7,11,11,11,11,11,11,16,16,17,20,20,23,23,23,28,29,29,30,32,1994
2102,6602639758,3562,1,2010,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,13,13,13,13,13,13,13,17,17,17,1994
2104,6602643117,3564,1,2013,0,0,0,0,0,0,0,0,0,0,2,2,3,4,9,16,23,28,30,31,35,41,45,53,59,66,71,75,79,2000
2106,6602652101,3566,1,2013,0,0,0,0,0,0,0,0,9,9,9,9,9,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1994
2108,6602656301,3568,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1997
2110,15519070500,357,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2000
2112,6602669852,3572,1,2014,0,0,0,0,0,0,0,0,0,0,0,5,13,13,13,26,33,41,49,54,70,70,74,74,74,74,79,79,83,2000
2114,6602675020,3577,1,2010,0,0,0,0,0,0,0,0,0,0,3,3,3,3,31,31,68,68,129,137,184,184,193,193,193,198,207,207,219,1999
2116,6602676606,3579,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1990
2118,6602677879,3580,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,6,1992
2120,6602678407,3582,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1996
2122,6602685531,3584,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9,9,15,16,16,16,18,18,23,23,34,35,35,37,1994
2124,6602689783,3587,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,72,81,81,81,81,81,81,81,81,81,81,1998
2126,6602693523,3588,1,2013,0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,14,14,14,14,15,17,21,24,26,27,29,34,39,39,1996
2127,6602695375,3589,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,17,17,17,32,38,42,47,49,55,59,60,60,60,60,2001
2129,6602696529,3591,1,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1993
2131,6602696549,3592,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,9,2002
2133,6602708051,3597,1,2013,0,0,0,0,0,0,0,0,0,2,2,17,17,19,19,19,19,19,23,23,23,26,26,27,35,35,43,50,53,1999
2134,6602708347,3598,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,1998
2136,6602711549,3601,1,2015,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,7,12,12,12,12,12,17,17,22,23,26,1997
2139,6602719892,3606,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,1990
2141,6602720801,3607,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1995
2143,6602727468,3612,1,2015,0,0,0,1,6,7,7,7,10,10,10,10,10,14,14,16,17,19,23,28,37,49,49,53,68,72,77,90,105,1993
2146,6602736718,3618,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,6,6,8,8,12,1997
2148,15725722200,362,1,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
2150,6602739224,3621,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1992
2151,6602739852,3622,1,2015,0,0,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,7,7,7,8,8,8,8,8,8,1990
2153,6602745680,3625,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,10,1994
2155,6602756664,3630,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,11,11,20,20,24,24,24,26,30,42,2004
2157,6602757933,3631,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,20,20,24,24,24,29,29,29,32,32,1994
